Datetime,Username,Text,Retweets,Replies,Likes,Quotes,Language,Location,Hashtags
09:10:30 00:54:08,GeoBear,‘Hall of Shame’ Calls Out Bogus Internet #Censorship. #EFF #freespeech #humanrights  http://bit.ly/4vfNJf,0,0,0,0,en,South Florida,"['Censorship', 'EFF', 'freespeech', 'humanrights']"
09:10:29 23:44:31,StuJ1s,How did I go through October and not listen to a eff ton of Rilo Kiley? #eff,0,0,0,0,en,"Santa Clarita , CA",['eff']
09:10:29 22:08:03,EFF_TOSBack,Policy change: Apple iTunes Store Terms and Conditions http://is.gd/4HyZ2 #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:29 21:43:41,mycomputerhurts,"Texas Instruments Continues to Harass Calculator Enthusiasts' For Blog Posts, Despite Warnings by EFF http://bit.ly/3STfUq #EFF",0,0,0,0,en,"Penngrove, CA",['EFF']
09:10:29 21:41:17,paint27,"#obama has been using ""netnutrality"" as a code word for more governemnt regulation/interferance with the internetz. #eff #geek",0,0,0,0,en,Bloomington IN,"['obama', 'eff', 'geek']"
09:10:29 21:35:59,paint27,@glennhbeck #obama..this is not the netnutrality your looking for.. #hacker #eff,0,0,0,0,en,Bloomington IN,"['obama', 'hacker', 'eff']"
09:10:29 16:10:27,Lawyerscom,RT @curtissthompson Unenforced Laws: The Laws Your Allowed To Break http://su.pr/1G48WZ #c4l #yal #aclu #eff #tlot #tcot #tvot #slate #law,0,0,0,0,en,USA,"['c4l', 'yal', 'aclu', 'eff', 'tlot', 'tcot', 'tvot', 'slate', 'law']"
09:10:29 15:30:14,Kirtim,RT @SyntaxC4: I think I finally get why they call it the FCKeditor... #Eff,0,0,0,0,en,"Guelph Ontario, Canada",['Eff']
09:10:29 14:51:53,myankelovich,LOL pretty funny RT @SyntaxC4: I think I finally get why they call it the FCKeditor... #Eff,0,0,0,0,en,"Ottawa, ON",['Eff']
09:10:29 10:49:18,RonColeman,RT @MegLG #EFF's Takedown Hall Of Shame - the EFF's list of the worst offenders for DMCA Takedown notices http://ow.ly/x3YX,0,0,0,0,en,"New Jersey, USA",['EFF']
09:10:29 04:51:23,LuxuryLocker,@SimplyShareese @Heather_Paige lol thx but im in bed now #eff it . . . i realllly need to sleep! lol,0,0,0,0,en,"Royal Oak, MI",['eff']
09:10:28 21:08:04,EFF_TOSBack,Policy change: GoDaddy Domain Name Proxy Agreement http://is.gd/4GiIB #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:28 19:34:42,justbalthazar,Want a little more sadness in your life? Visit http://www.eff.org/takedowns ... #eff,0,0,0,0,en,Zürich,['eff']
09:10:28 16:50:43,Eow,L' #EFF met au pilori l'exploitation du droit d'auteur à des fins de censure http://bit.ly/Mc17D,0,0,0,0,fr,Loir-et-Cher,['EFF']
09:10:28 16:27:25,connectionsdddd,EFF launches ‘Takedown Hall of Shame’ [ http://wp.me/pn9bU-1Cn ] Nominate more. #EFF #takedown,0,0,0,0,en,"Raleigh, NC, 27605","['EFF', 'takedown']"
09:10:28 16:21:53,castinglight,EFF ‘Takedown Hall of Shame’ [ http://wp.me/pn9bU-1Cn ] Nominate your own. #EFF #takedown,0,0,0,0,en,"Raleigh, NC","['EFF', 'takedown']"
09:10:28 15:02:26,JoshMahan,www.eff.org  Give them money!  #eff,0,0,0,0,en,,['eff']
09:10:28 12:48:01,digitaltalent2,"EFF Launches Takedown Hall of Shame; NPR, CBS, NBC, Warner Music Cited I ReadWriteWeb I   http://bit.ly/1yxYHg #EFF",0,0,0,0,en,"Sydney, Australia",['EFF']
09:10:28 10:52:47,bertboerland,#eff does named-and-shamed. beste way to nail the bastards imho #freedom http://www.eff.org/takedowns,0,0,1,0,en,Netherlands,"['eff', 'freedom']"
09:10:28 09:02:43,noTHINGfaced,#EFF #law #internet EFF Launches its 'Takedown Hall of Shame' - http://bit.ly/48z6nN,0,0,0,0,en,UK,"['EFF', 'law', 'internet']"
09:10:28 02:36:17,Velofisch,"RT @akzensur: Die ""Hall of Shame"" der #EFF: Bogus copyright or tm complaints, takedown abusing is censorship. http://www.eff.org/takedowns",0,0,0,0,en,Geneva,['EFF']
09:10:27 23:50:21,pmotch,#EFF takedown hall of shame: http://www.eff.org/takedowns,0,0,0,0,en,"Evansville, Indiana",['EFF']
09:10:27 22:59:26,wanderingelm,@johntunger @MarcieVargas contact #EFF to see if your case can make it to their hall of shame  http://bit.ly/1reRN4,0,0,0,0,en,"Salt Lake City, UT",['EFF']
09:10:27 22:56:15,doctorbron,gotta love the #EFF http://www.eff.org/takedowns,0,0,0,0,en,,['EFF']
09:10:27 22:23:22,zarnikov,#EFF hall of shame - organisations who try to stop #freespeach by bogus #copyright claims: http://www.eff.org/takedowns,0,0,0,0,en,Wien,"['EFF', 'freespeach', 'copyright']"
09:10:27 22:15:09,akzensur,"Die ""Hall of Shame"" der #EFF: Bogus copyright or trademark complaints, takedown abusing is censorship. http://www.eff.org/takedowns #zensur",0,0,0,0,en,bundesweit,"['EFF', 'zensur']"
09:10:27 22:05:49,mensoh,Interesting proposal by the #EFF on how to deal with filesharing and licensing: http://tr.im/Dh0F,0,0,0,0,en,"Amsterdam, The Netherlands",['EFF']
09:10:27 21:52:36,tia_marie,"@hatperson @gootecks Totally, I'm a donating member of the #eff",0,0,0,0,en,dev/null,['eff']
09:10:27 21:49:40,gootecks,"@HatPerson write a blog post I'll RT, @tia_Marie prolly would too #eff",0,0,0,0,en,Now: Vegas | Then: LA,['eff']
09:10:27 21:39:42,mastgrrpol,RT @HatPerson: LazyTown Ent. is making a SECOND DMCA claim against Cooking by the Book. ASSISTANCE NEEDED #dmca #youtube #copyright #eff,0,0,0,0,en,,"['dmca', 'youtube', 'copyright', 'eff']"
09:10:27 21:38:11,HatPerson,LazyTown Entertainment is making a SECOND DMCA claim against Cooking by the Book. ASSISTANCE NEEDED STAT #dmca #youtube #copyright #eff,0,0,0,0,en,"Los Angeles, CA","['dmca', 'youtube', 'copyright', 'eff']"
09:10:27 21:35:04,Drummerboi6,I told people Not to #eff wit me today......DIDNT I?!? not the time for it...think about it!!,0,0,0,0,en,Around The Map and Back,['eff']
09:10:27 21:06:58,Drummerboi6,@AngelwitanEgo #eff you!!!!! GEMINI'S RULE!!!!!,0,0,0,0,en,Around The Map and Back,['eff']
09:10:27 20:55:37,Drummerboi6,Could Give a #eff right now.........#seriously,0,0,0,0,en,Around The Map and Back,"['eff', 'seriously']"
09:10:27 17:01:44,newjon2,#EFF Hall of Shame. Bogus internet censorship http://www.p2pnet.net/story/30357,0,0,0,0,en,"Vancouver Island, BC, Canada",['EFF']
09:10:27 15:44:13,MsSxynyella,RT @IymeMajor9: RT @MsSxynyella @MissLaToyia @IntenseDesire sum lie'n bastages..lol..#eff this women unite shet&lt;u r always being a perv,0,0,0,0,en,"ÜT: 33.007063,-96.847762",['eff']
09:10:27 00:56:35,elendaeril,"@leetah1981 Ah, je hebt de rumour ook gelezen... Mithrennaith weerlegt 'm overigens feilloos op het #EFF-forum ;)",0,0,0,0,nl,"Helmond, Nederland",['EFF']
09:10:26 22:08:23,EFF_TOSBack,Policy change: Automattic WordPress.com Terms Of Service http://is.gd/4D7VR #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:26 17:08:03,EFF_TOSBack,Policy change: Netflix  Terms of Use http://is.gd/4CMm9 #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:25 21:08:43,YeahThatsWes,"All this anger bruh, it has 2 end RT @iAmKingPhil513: #EFF U! RT @silentr3: I feel since I live here I have to root 4 the bengals but I wont",0,0,0,0,en,7 steps away from Heaven & DC,['EFF']
09:10:25 20:28:47,iAmKingPhil513,#EFF U! RT @silentr3: I feel like since I live here I have to root for the bengals but I won't.... Still don't like them... GO BEARS!!!!!,0,0,0,0,en,"Cincinnati, OH",['EFF']
09:10:23 19:52:02,effbot,RT @hez2fresh: #eff @FiReLoViN_ @GiGiBABiE @GottaLuvLauren @iLOVElina @imFLYandUnot @infalliblejaz @infalliblejaz @... http://bit.ly/2zAVaY,0,0,0,0,und,"Aberdeen, Scotland",['eff']
09:10:23 16:52:14,_AutumnSKYY_,"RT @
hez2fresh #Eff @starkidnatl @str8kash @sugarfoot69 @Swagga_kid @SweetUrbanPeach @TeA2SwEeT @trayLA86 @TrendRovheir @VALiFREShh @xVeeCee",0,0,0,0,en,IG _AUTUMNSKYY_ FB AUTUMN SKYY,['Eff']
09:10:23 16:51:12,_AutumnSKYY_,#Eff @starkidnatl @str8kash @sugarfoot69 @Swagga_kid @SweetUrbanPeach @TeA2SwEeT @trayLA86 @TrendRovheir @VALiFREShh @xVeeCee @XXMRGREENXX,0,0,0,0,qme,IG _AUTUMNSKYY_ FB AUTUMN SKYY,['Eff']
09:10:23 14:21:56,effbot,"no more Kanchanaburi plans, for now. http://bit.ly/IezBB #ugh #eff http://bit.ly/6bziU",0,0,0,0,en,"Aberdeen, Scotland","['ugh', 'eff']"
09:10:23 12:41:38,Mr1125,RT @hez2fresh: #eff @Mahlia_Jasmine @ManiyaMarie @MissSpongey @Mr1125 @MrFerg10 @MS_bR0wNSkiN @MsJennNicole @MzBrElOvEsTrEy @NaniL0VE,0,0,0,0,qme,Massachusetts ➡️ Georgia,['eff']
09:10:23 10:59:55,YoBoiTeddie,RT @hez2fresh #Eff @starkidnatl @str8kash @sugarfoot69 @Swagga_kid @TeA2SwEeT @trayLA86 @TrendRovheir @VALiFREShh @xVeeCee @XXMRGREENXX,0,0,0,0,qme,Florida to NJ/NY ✈️🏙🗽,['Eff']
09:10:23 07:23:27,PhyreWorX,Le soleil is schee - today. Irgendwo auf der welt wird schon nicht so scheisse wetter sein. Merde/mist/shit. Off to work. I'm tired as #Eff,0,0,0,0,de,Berlin,['Eff']
09:10:23 05:52:50,ronn1elewis,#Eff @starkidnatl @str8kash @sugarfoot69 @Swagga_kid @SweetUrbanPeach @TeA2SwEeT @trayLA86 @TrendRovheir @VALiFREShh @xVeeCee @XXMRGREENXX,0,0,0,0,qme,In a City Near you,['Eff']
09:10:23 05:51:32,ronn1elewis,#eff @PeazyBaby @PimpPocahontas @Prettymommas909 @Princess_Terra @RadiantMichelle @Raszberry @SheaJustMe RT plz (via@hez2fresh),0,0,0,0,en,In a City Near you,['eff']
09:10:23 05:49:10,ronn1elewis,#eff @Mahlia_Jasmine @ManiyaMarie @MissSpongey @Mr1125 @MrFerg10 @MS_bR0wNSkiN @MsJennNicole @MzBrElOvEsTrEy @NaniL0VE @nuke_83  RT PLZ,0,0,0,0,en,In a City Near you,['eff']
09:10:23 05:47:48,ronn1elewis,#eff @Ladi_LovelyLips @Lady6 @LaLaCherelle @LADYDIPSET085 @loTTiejusDGAF @loTTiejusDGAF @LovieLadi_sllim @LpDaBEATMONSTAH (@hez2fresh) RT,0,0,0,0,und,In a City Near you,['eff']
09:10:23 05:46:26,ronn1elewis,#Eff @J_GAS @jazziejay09 @jimjonescapo @Jmichelle22 @Jmichelle22 @kamishade @KaronALynn @KattyLenoir88 @killahsham (via @hez2fresh) RT,0,0,0,0,und,In a City Near you,['Eff']
09:10:23 05:44:53,ronn1elewis,#eff @FiReLoViN_ @GiGiBABiE @GottaLuvLauren @IAM_KING @iLOVElina @imFLYandUnot @infalliblejaz @infalliblejaz @ImJust_Brys @iTASTExSWEET,0,0,0,0,qme,In a City Near you,['eff']
09:10:23 05:43:55,ronn1elewis,#eff @DAMNimFOCUSED @DAMNimFOCUSED @DanialeAlyse @DaRealAmberRose @darnddy @DawnRichard @Diamond_Raijean @Elite_Beauty (via @hez2fresh) RT,0,0,0,0,und,In a City Near you,['eff']
09:10:23 05:41:23,ronn1elewis,#eff @bstarzzup @CallMeSabrina @chaneldanise @chocolatefine1 @cloud9richdolla @coopsISdoawp @CuPCaKeSxNxKiX @DaiizyFreshh (via @hez2fresh)RT,0,0,0,0,und,In a City Near you,['eff']
09:10:23 05:37:07,ronn1elewis,#eff @2nddrummah @Addicti0n @4reshkid @Aries_kay @_Avant_ @Aruthasexy1 @ASTARTOS @aus10_owens @badassyella @Brooke_jean  (via @hez2fresh),0,0,0,0,qme,In a City Near you,['eff']
09:10:23 05:28:18,ronn1elewis,#EFF @Aruthasexy1 @sheekashea1 @1mbalanc3d @besause @raopal @EtenClothing @Hannaaaa @KingDobson,0,0,0,0,qme,In a City Near you,['EFF']
09:10:23 03:42:30,jdlasica,"Missing tonight's #eff pioneer awards, keynoted by Reid Hoffman. Has nothing to do with effing the Yankees (go ahead, search eff on twitter)",0,0,0,0,en,"Dorado, Puerto Rico",['eff']
09:10:23 02:39:55,tbiz,Psyched to hear Reid Hoffman pontificate @ #EFF fundraiser,0,0,0,0,en,,['EFF']
09:10:22 22:13:34,SSBohio,"@emptythree We also can't talk about our mutual friend Al, u know.. Al Qaeda? :) #terrorism #EFF",0,0,0,0,en,"Dayton, Ohio, USA","['terrorism', 'EFF']"
09:10:22 22:11:42,emptythree,52EE5 @SSBohio so we can't cat macro about blowing up buildings? i.e. Exploding federal building is exploding. ...O hai FBI #terrorism #EFF,0,0,0,0,en,"ÜT: 39.789993,-84.127087","['terrorism', 'EFF']"
09:10:22 20:59:57,ehasbrouck,"Letter to judge by #EFF #NWU #ASJA and others re scope, timing, and notice of #GBS settlement proposal 2.0 http://bit.ly/3sbyX8",0,0,0,0,en,"San Francisco, CA, USA","['EFF', 'NWU', 'ASJA', 'GBS']"
09:10:22 19:30:50,qva5,well written #EFF article about upcoming net #neutrality #in US http://is.gd/4whkq. I wonder if it's just a paranoia or common sense??,0,0,0,0,en,Poland,"['EFF', 'neutrality', 'in']"
09:10:22 14:29:48,celeBRiTTANY,Left my books @ home!#EFF,0,0,0,0,en,NYC,['EFF']
09:10:22 10:21:24,ankitg,"RT @Zadi: ""Is Net Neutrality an FCC Trojan Horse? | Electronic Frontier Foundation"" (http://bit.ly/1NoEIu) #fcc #netneutrality #eff",0,0,0,0,en,127.0.0.1,"['fcc', 'netneutrality', 'eff']"
09:10:22 09:03:55,cwagner,#EFF warnt vor #FCC net-neutrality plan wegen #Zensur und Anti-#P2P Gefahren http://bit.ly/2d5d3S,0,0,0,0,de,"Lübeck, Germany","['EFF', 'FCC', 'Zensur', 'P2P']"
09:10:22 01:54:16,Miwo86,RT @sergeantjoe: Who says the FCC has the power to regulate the internet? #eff http://bit.ly/6aCYl -- scary,0,0,0,0,en,,['eff']
09:10:22 01:08:03,EFF_TOSBack,Policy change: YouTube Terms of Service http://is.gd/4uR3E #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:21 23:36:50,michaeloboyle,"The #crowd strikes again. Record 12-Million-Digit Prime Number Nets $100,000 Prize. #EFF http://bit.ly/KyNA1",0,0,0,0,en,"Scranton, PA, USA, Earth...","['crowd', 'EFF']"
09:10:21 23:08:31,EFF_TOSBack,Policy change: Yahoo! Terms of Service http://is.gd/4uKkV #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:21 23:08:19,EFF_TOSBack,Policy change: GoDaddy Criminal Subpoena Policy http://is.gd/4uKk1 #tosback #eff,0,0,0,0,ro,,"['tosback', 'eff']"
09:10:21 20:41:48,GotPrivacy,#EFF - How to #blog anonymously about work (or anything else) http://bit.ly/hHurZ,0,0,0,0,en,"Seattle, Washington","['EFF', 'blog']"
09:10:21 17:08:04,EFF_TOSBack,Policy change: GoDaddy Domain Name Registration Agreement http://is.gd/4um6S #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:21 16:33:22,effbot,Man after the other night I can't #eff with Manny no more.. Sorry @edthesportsfan http://bit.ly/1NE7lF,0,0,0,0,en,"Aberdeen, Scotland",['eff']
09:10:21 16:31:32,iAmKingPhil513,Man after the other night I can't #eff with Manny no more.. Sorry @edthesportsfan,0,0,0,0,en,"Cincinnati, OH",['eff']
09:10:21 14:38:43,scarpe01,rt @EFF #EFF applauds House leaders for entering #PATRIOT fray with *two* new #surveillance reform bills: http://eff.org/r.4at #patriotact,0,0,0,0,en,127.0.0.1,"['EFF', 'PATRIOT', 'surveillance', 'patriotact']"
09:10:21 05:41:45,effbot,@PREttiRECklESs u str8 efffin tried me while I was studyin man #EFF u hoe lol http://bit.ly/1QCm6o,0,0,0,0,en,"Aberdeen, Scotland",['EFF']
09:10:21 05:07:06,GaryHoliness,#eff fashion.,0,0,0,0,en,Omw to better days.....,['eff']
09:10:21 01:25:52,YeahThatsWes,"RT @iAmKingPhil513: @silentr3 #eff that! And #efftheyankees bruh&lt;-- so much anger, calm down bruh, take a shot, win a championship. LOL...",0,0,0,0,en,7 steps away from Heaven & DC,"['eff', 'efftheyankees']"
09:10:21 01:09:58,iAmKingPhil513,@silentr3 #eff that! And #efftheyankees bruh!!!,0,0,0,0,en,"Cincinnati, OH","['eff', 'efftheyankees']"
09:10:21 01:07:19,iAmKingPhil513,RT @rising_esquire: @iAmKingPhil513 actually I like the Yanks and the Reds (is that possible)? Lol &lt;---- #eff NO!!!!,0,0,0,0,en,"Cincinnati, OH",['eff']
09:10:20 23:08:04,EFF_TOSBack,Policy change: Comcast Network Management Policy http://is.gd/4sZ9D #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:20 15:26:13,iAmKingPhil513,#eff the BB's.. Lol.. RT @fancyunheard: @OGOchoCinco app on iPhone...blah! What happened to BB's?,0,0,0,0,en,"Cincinnati, OH",['eff']
09:10:20 02:51:49,YeahThatsWes,RT @iAmKingPhil513: @silentr3 hahahahahahahahahahahahaha!!!!&lt;~~ #eff u,0,0,0,0,tl,7 steps away from Heaven & DC,['eff']
09:10:20 02:02:42,YeahThatsWes,"RT @iAmKingPhil513: @silentr3 lol.. #eff u! Haha&lt;-- lol... Thanks brother, I love it when LOSERS hate... LOL",0,0,0,0,en,7 steps away from Heaven & DC,['eff']
09:10:20 01:52:18,effbot,@silentr3 lol.. #eff u! Haha http://bit.ly/rV6QP,0,0,0,0,en,"Aberdeen, Scotland",['eff']
09:10:20 01:49:39,iAmKingPhil513,@silentr3 lol.. #eff u! Haha,0,0,0,0,en,"Cincinnati, OH",['eff']
09:10:19 18:40:10,kayleehawkins,@travisjohnbye I'm sure that was completely necessary - I've received somewhere in the likes of a half dozen responses like so. #eff,0,0,0,0,en,Los Angeles,['eff']
09:10:19 01:14:14,cappydigital,#eff nuff said.,0,0,0,0,en,The Dirty Jerz,['eff']
09:10:18 23:38:53,JCNL3,RT @iAmKingPhil513: @WiL_LeAN_24 #EFF u! We still tied for 1st! What about y'all?!--- we aint even tied... we got the tie breaker! still 1st,0,0,0,0,en,"Cincinnati, OH",['EFF']
09:10:18 23:11:50,iAmKingPhil513,@WiL_LeAN_24 #EFF u! We still tied for 1st! What about y'all?!,0,0,0,0,en,"Cincinnati, OH",['EFF']
09:10:18 19:49:06,awoods,RT @arianna: i don't like it when i give someone my biz card and they sign me up for their mailing list. #eff,0,0,0,0,en,"New York, NY",['eff']
09:10:18 19:42:01,jshuey,RT agreed. Opt-in s/b your choice @arianna: i don't like it when i give someone my biz card and they sign me up for their mailing list. #eff,0,0,0,0,en,"Seattle, WA (Sammamish)",['eff']
09:10:18 19:39:47,arianna,i don't like it when i give someone my biz card and they sign me up for their mailing list. #eff,0,0,0,0,en,New York City ,['eff']
09:10:18 17:57:57,matthewroebuck,"'Anti-consumer, anti-innovation' 'Nuff said. #EFF Hollywood Pressuring FCC on Selectable Output Control Again http://digg.com/d317WYD",0,0,0,0,en,"Las Vegas, NV",['EFF']
09:10:18 09:03:00,cbschmidt,RT @jkrisch: Bei der Pangora-Übernahme durch Become.com dürfte United Internet die Strippen gezogen haben http://tinyurl.com/yhgbk2l #eff,0,0,1,0,de,Berlin,['eff']
09:10:18 07:51:35,effbot,Bi coastal.. International.. I'm on it... Paris. Dam. Parlez vous francais.. #eff http://bit.ly/343TvZ,0,0,0,0,fr,"Aberdeen, Scotland",['eff']
09:10:18 07:46:50,SUZZorLose,Bi coastal.. International.. I'm on it... Paris. Dam. Parlez vous francais.. #eff,0,0,1,0,fr,I'm Famous in Heaven,['eff']
09:10:18 03:01:19,GotPrivacy,RT @GeekCQ: Kaspersky's Security boss calls for end to net anonymity | http://ow.ly/v0iV #privacy #EFF #passport &lt;- Publicity stunt? Maybe.,0,0,0,0,en,"Seattle, Washington","['privacy', 'EFF', 'passport']"
09:10:17 19:27:45,MKopriva,RT @iAmKingPhil513: @MKopriva #EFF U! Lol smooches dear! LOL!,0,0,0,0,en,USA,['EFF']
09:10:17 19:24:44,iAmKingPhil513,@MKopriva #EFF U!,0,0,0,0,und,"Cincinnati, OH",['EFF']
09:10:17 09:31:27,effbot,#EFF challenges VoIP patent http://ow.ly/uIIN http://bit.ly/17dUnw,0,0,0,0,fr,"Aberdeen, Scotland",['EFF']
09:10:17 01:31:25,effbot,#EFF challenges VoIP patent http://ow.ly/uIII http://bit.ly/3czW4q,0,0,0,0,fr,"Aberdeen, Scotland",['EFF']
09:10:16 20:41:37,PatJD,"Once Again, Government Moves to Delay Release of Telecom Lobbying Documents - http://smlurl.us/patjd55 - #PATRIOTACT #Transparency #EFF",0,0,0,0,en,"Phoenix, AZ","['PATRIOTACT', 'Transparency', 'EFF']"
09:10:16 20:06:30,iAmKingPhil513,I knew I wasn't the only 1 feeling this way! Lol.. RT @Earthquake02: Agreed!! RT @iAmKingPhil513: #EFF sweetest day tomorrow! Lol..,0,0,0,0,en,"Cincinnati, OH",['EFF']
09:10:16 19:51:13,angelicareports,Agreed!! RT @iAmKingPhil513: #EFF sweetest day tomorrow! Lol..,0,0,0,0,en,"Fort Wayne, IN",['EFF']
09:10:16 19:42:29,iAmKingPhil513,#EFF sweetest day tomorrow! Lol..,0,0,0,0,en,"Cincinnati, OH",['EFF']
09:10:16 19:34:45,whit_danhauer,Who introduced u to that song? LOL  RT @AbsoHilare: If I could stop listening to this STUPID safety dance song it would help me a LOT! #eff!,0,0,0,0,en,Kentucky,['eff']
09:10:16 19:27:04,nibsuk,@anz_rocks19 @lookski @TonyLetts @Lesley_M @richardepryor @Yorksville @alansheppard . Thanks for the #eff=effs guys :),0,0,0,0,en,"Watford, Hertfordshire, UK",['eff']
09:10:16 19:22:20,nibsuk,@Hollowbabes  @faulko1 @CathysMum @oxofamilydad @DarrenGriffin @fradgepick @gypsyroadhog &gt; Thanks for the #eff-effs today guys :),0,0,0,0,en,"Watford, Hertfordshire, UK",['eff']
09:10:16 13:52:06,quantatheist,RT @WinFuture: #Primzahl mit fast 13 Millionen Stellen ist bestätigt http://ouj.de/n50710 --- #Eff #Mersenne,0,0,0,0,de,Würzburg,"['Primzahl', 'Eff', 'Mersenne']"
09:10:16 13:45:02,WinFuture,#Primzahl mit fast 13 Millionen Stellen ist bestätigt http://ouj.de/n50710 --- #Eff #Mersenne,0,0,0,0,de,"Berlin, Germany","['Primzahl', 'Eff', 'Mersenne']"
09:10:16 06:08:59,effbot,RT @flii_guii_87: #EFF!!!!! http://bit.ly/1rvFHY,0,0,0,0,und,"Aberdeen, Scotland",['EFF']
09:10:16 03:28:15,knitpurl,RIGHT NOW it's 84 in Phoenix #pilotsannouncement #imabouttoflyintohell #EFF!,0,0,0,0,en,"Seattle, WA","['pilotsannouncement', 'imabouttoflyintohell', 'EFF']"
09:10:15 18:00:46,AmolHatwar,Will there ever be an institution that parallels EFF in India? #eff,0,0,0,0,en,Mumbai,['eff']
09:10:15 16:35:17,RobinGross,Internet Pioneer & EFF co-founder John Gilmore Discusses What is Wrong with #ICANN: http://tiny.cc/Cl18Z  #freespeech #NCUC #privacy #EFF,0,0,0,0,en,San Francisco,"['ICANN', 'freespeech', 'NCUC', 'privacy', 'EFF']"
09:10:15 12:39:26,matthileo,The fact that this was even an issue scares me. I'm glad things turned out for the better though. http://bit.ly/y8BaK #eff #copyright #music,0,0,0,0,en,"Winfield, Kansas","['eff', 'copyright', 'music']"
09:10:14 21:26:02,mstobish,RT @MNOutdoors: State agencies advise motorists: Be ready for deer on the road :: #eff,0,0,0,0,en,Minnesota,['eff']
09:10:14 19:31:47,effbot,RT @THE_LWade: weehheeww! we sold out of shirts! some ppl are embarrassed! but i took care of all those i #eff with... http://bit.ly/4moOGg,0,0,0,0,en,"Aberdeen, Scotland",['eff']
09:10:14 19:01:25,Pego_,golem.de: #EFF: #TI soll #Taschenrechner-Fans nicht weiter bedrohen http://tr.im/BNd5,0,0,0,0,de,Hagen (Deutschland),"['EFF', 'TI', 'Taschenrechner']"
09:10:14 18:53:12,Phade_2_Black,Man #eff anybody dat say spongebob dnt go hard....dis shit b mellowing me out on da real,0,0,0,0,en,Over  There,['eff']
09:10:14 15:55:03,sharagrif,Hilarious!! #eff-u-orange RT @TheOnion: Cell Phone Stuck In 2-Year Contract With Local Man http://ow.ly/15UTcE,0,0,0,0,en,Tel Aviv,['eff']
09:10:14 10:51:55,effbot,RT RT @curtissthompson: PatriotActExcess http://su.pr/2XK53E #nytimes #obama #bush #patriotact #aclu #eff #c4.. htt... http://bit.ly/LpOek,0,0,0,0,es,"Aberdeen, Scotland","['nytimes', 'obama', 'bush', 'patriotact', 'aclu', 'eff', 'c4']"
09:10:14 10:11:20,check_mBloging,RT @curtissthompson: PatriotActExcess http://su.pr/2XK53E #nytimes #obama #bush #patriotact #aclu #eff #c4l #yal#tlot #1984 #orwell #privacy,0,0,0,0,tl,"Leipzig...,D...,(weltweit..;-)","['nytimes', 'obama', 'bush', 'patriotact', 'aclu', 'eff', 'c4l', 'orwell', 'privacy']"
09:10:14 07:51:43,effbot,Holy way past my bedtime!!! How is it almost 2 a.m.?? I have to be awake at 6:30. #eff http://bit.ly/EzeLF,0,0,0,0,en,"Aberdeen, Scotland",['eff']
09:10:14 07:42:43,aboutbrad,Holy way past my bedtime!!! How is it almost 2 a.m.?? I have to be awake at 6:30. #eff,0,0,0,0,en,"Boise, ID",['eff']
09:10:14 06:08:03,EFF_TOSBack,Policy change: Paypal User Agreement http://is.gd/4iICt #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
09:10:14 04:42:02,effbot,RT Patriot Act Excess http://su.pr/2XK53E #nyt #nytimes #obama #bush #patriotact #aclu #eff #c4l #yal #tlot #.. htt... http://bit.ly/n4VBX,0,0,0,0,en,"Aberdeen, Scotland","['nyt', 'nytimes', 'obama', 'bush', 'patriotact', 'aclu', 'eff', 'c4l', 'yal', 'tlot']"
09:10:14 00:50:28,ResistTyranny,"Senate Finance Comm Dems (& 1 RINO) to American People: #EFF YOU."" #healthcare #handsoff #iamthemob #teaparty #tcot",0,0,0,0,en,With the Constitution,"['EFF', 'healthcare', 'handsoff', 'iamthemob', 'teaparty', 'tcot']"
09:10:13 19:35:31,MKopriva,Dude #EFF the FLU!!!,0,0,0,0,en,USA,['EFF']
09:10:13 19:21:18,BumperTunes,"DRM doesn't control piracy, it controls business models.  #eff",0,0,0,0,en,"Colorado, USA",['eff']
09:10:13 19:20:24,BumperTunes,the worse thing a content company can do is give users an excuse to find something for free. DRM is always that excuse.  #eff,0,0,0,0,en,"Colorado, USA",['eff']
09:10:13 19:17:07,BumperTunes,"""DRM does no good in stopping piracy,"" Fred von Lohmann. #eff",0,0,0,0,en,"Colorado, USA",['eff']
09:10:13 19:16:29,BumperTunes,EFF has been long and ardent skeptics of Digital Rights Management (DRM).  #eff,0,0,0,0,en,"Colorado, USA",['eff']
09:10:13 19:08:13,BumperTunes,"""Without YouTube there would have never been a Hulu; without Napster there never would have been an iTunes,"" Fred von Lohmann. #eff",0,0,1,0,en,"Colorado, USA",['eff']
09:10:13 19:08:07,EFF_TOSBack,Policy change: Whitehouse.gov Privacy Policy http://is.gd/4hVIH #tosback #eff,0,0,0,0,en,,"['tosback', 'eff']"
